frame,shoulder_angle,hip_angle,elbow_angle,wrist_x,wrist_y,club_x,club_y,club_plane_score,wrist_vx,wrist_vy,club_vx,club_vy,club_speed
27,9.449991131819086,175.57371458309797,21.034751047514675,0.3599916398525238,0.6201393008232117,0.3497694283723831,0.6086708009243011,0.10499990146465654,0.0008400082588195801,0.0014997124671936035,0.0031935572624206543,0.0008970797061920166,0.0033171614352667943
28,8.475249918536987,174.509527214214,22.71304418370284,0.36147329211235046,0.6215073466300964,0.35228194296360016,0.6113335192203522,0.0941694435392999,0.0014816522598266602,0.0013680458068847656,0.002512514591217041,0.0026627182960510254,0.00366098324159008
29,7.754528765587496,173.4794000040992,24.138983642232684,0.36379504203796387,0.6225755214691162,0.3553190231323242,0.6124662160873413,0.08616143072874993,0.0023217499256134033,0.0010681748390197754,0.00303708016872406,0.0011326968669891357,0.0032414284110163483
30,7.30036786357703,170.4253953556455,23.11111029975955,0.3661981225013733,0.6235049962997437,0.358105331659317,0.6134859323501587,0.08111519848418935,0.002403080463409424,0.0009294748306274414,0.002786308526992798,0.0010197162628173828,0.002967041702478586
31,6.523153751814379,167.72015189356875,22.009493811286344,0.36828240752220154,0.6230593919754028,0.35910995304584503,0.612705796957016,0.07247948613127086,0.002084285020828247,-0.0004456043243408203,0.0010046213865280151,-0.0007801353931427002,0.0012719572956288222
32,5.791291470072914,166.69962377712162,20.852968154454043,0.37032628059387207,0.6231187582015991,0.3598081171512604,0.6125056445598602,0.06434768300081017,0.0020438730716705322,5.936622619628906e-05,0.0006981641054153442,-0.00020015239715576172,0.0007262878907001037
33,5.130029352319252,166.79659516707162,20.14083150279309,0.3701591491699219,0.622524082660675,0.35943281650543213,0.612182229757309,0.057000326136880664,-0.0001671314239501953,-0.0005946755409240723,-0.00037530064582824707,-0.00032341480255126953,0.0004954267950649985
34,6.755778615543452,167.46504342524145,21.31310017609281,0.3700423538684845,0.622307538986206,0.35944800078868866,0.6118646562099457,0.07506420683937165,-0.00011679530143737793,-0.00021654367446899414,1.5184283256530762e-05,-0.00031757354736328125,0.0003179363465269625
35,6.019886146048007,167.7442724348061,20.844967766175962,0.3696286678314209,0.6220853924751282,0.3590842932462692,0.6116179525852203,0.06688762384497793,-0.00041368603706359863,-0.00022214651107788086,-0.0003637075424194336,-0.0002467036247253418,0.0004394836229774738
36,8.722242076186344,169.208536996507,20.319656870732256,0.3687264919281006,0.621881365776062,0.3587608337402344,0.6111778020858765,0.09691380084651502,-0.0009021759033203125,-0.0002040266990661621,-0.0003234595060348511,-0.00044015049934387207,0.0005462220373776307
37,9.921238967045179,170.2180102720418,18.490002091459818,0.36844784021377563,0.6223704814910889,0.3586224764585495,0.6116423010826111,0.11023598852272432,-0.00027865171432495117,0.0004891157150268555,-0.0001383572816848755,0.00046449899673461914,0.00048466695303341626
38,10.644840544822143,171.28305412957792,16.745352954089,0.3680477440357208,0.6225640773773193,0.3573295921087265,0.6123085618019104,0.11827600605357935,-0.00040009617805480957,0.00019359588623046875,-0.001292884349822998,0.0006662607192993164,0.0014544597925341487
39,9.229193569709091,171.35641226961584,15.560085336831868,0.3679420053958893,0.6240254640579224,0.3543629050254822,0.6137098371982574,0.10254659521899001,-0.00010573863983154297,0.0014613866806030273,-0.0029666870832443237,0.001401275396347046,0.0032809762245856466
40,8.109845786925051,172.6377886605705,13.56621170729784,0.3680902123451233,0.6264867186546326,0.3524419814348221,0.6154004037380219,0.09010939763250059,0.0001482069492340088,0.002461254596710205,-0.0019209235906600952,0.0016905665397644043,0.002558898721427924
41,7.665953623394313,172.70599322588012,10.817623489812352,0.3673817813396454,0.6273934841156006,0.34908196330070496,0.6170773208141327,0.08517726248215907,-0.0007084310054779053,0.0009067654609680176,-0.0033600181341171265,0.0016769170761108398,0.003755232714725955
42,6.217447443033599,172.63111431463648,6.73022798552987,0.3675229549407959,0.6306365132331848,0.34779639542102814,0.6196558773517609,0.06908274936703995,0.0001411736011505127,0.0032430291175842285,-0.0012855678796768188,0.002578556537628174,0.002881256425763203
43,3.6207987314955026,171.23884160608395,8.849023253021969,0.3665319085121155,0.6318655014038086,0.3456152379512787,0.6210092604160309,0.040231097016616646,-0.00099104642868042,0.0012289881706237793,-0.0021811574697494507,0.0013533830642700195,0.0025669229880338706
44,2.7560554647810034,171.70092666237412,10.58261535866323,0.36571580171585083,0.6339374780654907,0.34581027925014496,0.6229158937931061,0.03062283849756664,-0.0008161067962646484,0.002071976661682129,0.00019504129886627197,0.0019066333770751953,0.0019165834035701672
45,1.9463671780631102,171.71275027720338,11.983381638276224,0.3631819784641266,0.6339840292930603,0.3448827862739563,0.6238545477390289,0.021626301978479034,-0.002533823251724243,4.655122756958008e-05,-0.0009274929761886597,0.0009386539459228516,0.001319588743160473
46,1.0412529568870865,171.94458347473733,13.587679231951697,0.36256492137908936,0.6345848441123962,0.344652995467186,0.6251701712608337,0.011569477298745467,-0.0006170570850372314,0.0006008148193359375,-0.0002297908067703247,0.0013156235218048096,0.0013355407391772993
47,0.3970005182700273,171.88814129152465,13.162950074215477,0.36236807703971863,0.6349337697029114,0.34313592314720154,0.6260697841644287,0.004411116869666998,-0.00019684433937072754,0.0003489255905151367,-0.001517072319984436,0.0008996129035949707,0.0017637493587178235
48,1.3544474063736995,171.90589803108455,10.410712786032159,0.3619086742401123,0.6345823407173157,0.3414684534072876,0.6261304914951324,0.015049415626374407,-0.00045940279960632324,-0.0003514289855957031,-0.0016674697399139404,6.070733070373535e-05,0.0016685744554948206
49,1.554443418264331,172.38474350147982,10.708959022433183,0.36191660165786743,0.6347065567970276,0.3417666256427765,0.6260020136833191,0.01727159353627028,7.927417755126953e-06,0.00012421607971191406,0.0002981722354888916,-0.0001284778118133545,0.00032467403675808567
50,2.1443386202217147,172.7052437747261,10.910807243881562,0.3622780442237854,0.6348751187324524,0.3435094356536865,0.6265018880367279,0.023825984669130218,0.00036144256591796875,0.0001685619354248047,0.0017428100109100342,0.0004998743534088135,0.0018130805562147846
51,3.7221464649678473,174.13047866007267,11.427346984015898,0.36275091767311096,0.6348395943641663,0.34301213920116425,0.6265728771686554,0.04135718294408719,0.0004728734493255615,-3.552436828613281e-05,-0.0004972964525222778,7.098913192749023e-05,0.0005023377534518591
52,5.324285353733152,175.68817170384872,10.942822253641312,0.36313414573669434,0.6347286701202393,0.34248363971710205,0.6263260245323181,0.059158726152590546,0.000383228063583374,-0.00011092424392700195,-0.0005284994840621948,-0.0002468526363372803,0.0005833077478661429
53,5.459623585778686,176.32877060002588,11.760229179955628,0.36406275629997253,0.6346358060836792,0.3442378044128418,0.6261706054210663,0.06066248428642984,0.0009286105632781982,-9.28640365600586e-05,0.001754164695739746,-0.00015541911125183105,0.0017610363085189427
54,6.394489720190648,176.0082568303893,10.71803440047372,0.3649463355541229,0.6338241100311279,0.3437988609075546,0.625423401594162,0.07104988577989613,0.0008835792541503906,-0.0008116960525512695,-0.0004389435052871704,-0.0007472038269042969,0.0008665938839930817
55,6.438201975198347,177.4706201971201,9.51100509608861,0.36801445484161377,0.6338933110237122,0.3475489914417267,0.6253363788127899,0.07153557750220396,0.0030681192874908447,6.920099258422852e-05,0.003750130534172058,-8.702278137207031e-05,0.0037511400917330903
56,7.217446483606021,176.11153777435143,6.225853027921261,0.36917752027511597,0.6337293982505798,0.34701311588287354,0.6245976686477661,0.08019384981784472,0.0011630654335021973,-0.00016391277313232422,-0.0005358755588531494,-0.0007387101650238037,0.0009126090742950513
57,6.552045645765352,175.92996805329145,5.444324091561353,0.37076881527900696,0.6337153911590576,0.35022349655628204,0.6242326498031616,0.0728005071751705,0.0015912950038909912,-1.4007091522216797e-05,0.0032103806734085083,-0.0003650188446044922,0.0032310652771355866
58,6.261254932898252,172.86507371309875,5.971128564233644,0.37243178486824036,0.6334812641143799,0.35104499757289886,0.6236301958560944,0.06956949925442502,0.0016629695892333984,-0.00023412704467773438,0.0008215010166168213,-0.0006024539470672607,0.0010187318973308888
59,5.895383385624489,172.02967450738112,6.96347759374292,0.37383556365966797,0.6326494812965393,0.35322244465351105,0.6230671107769012,0.06550425984027208,0.0014037787914276123,-0.0008317828178405762,0.0021774470806121826,-0.0005630850791931152,0.002249075497904958
60,6.224756072930682,171.24525304671653,6.845814911454591,0.375658243894577,0.6314639449119568,0.3540942221879959,0.6222794950008392,0.06916395636589656,0.0018226802349090576,-0.0011855363845825195,0.0008717775344848633,-0.0007876157760620117,0.0011748764532214747
61,6.91767277627268,169.41055878865578,5.510188553387686,0.3767072856426239,0.6298679709434509,0.34804829955101013,0.6202677190303802,0.07686303084747426,0.001049041748046875,-0.0015959739685058594,-0.006045922636985779,-0.0020117759704589844,0.006371846128692474
62,6.8742718828978076,169.24404415358913,4.494164784449278,0.3784302771091461,0.6297478079795837,0.34903256595134735,0.620264321565628,0.0763807986988645,0.0017229914665222168,-0.0001201629638671875,0.0009842664003372192,-3.3974647521972656e-06,0.0009842722639592815
63,6.54293517453519,168.79793211758306,6.102780698542113,0.3796186149120331,0.6295167207717896,0.3535027503967285,0.6201910078525543,0.0726992797170577,0.0011883378028869629,-0.00023108720779418945,0.0044701844453811646,-7.331371307373047e-05,0.004470785599450321
64,5.563011681677742,168.81172838861826,8.043135188502317,0.3796776235103607,0.629066526889801,0.35557231307029724,0.6198170781135559,0.06181124090753043,5.900859832763672e-05,-0.0004501938819885254,0.0020695626735687256,-0.0003739297389984131,0.0021030723024985025
65,4.946626511091014,167.88478984120377,8.295958737023302,0.3797985911369324,0.6288887858390808,0.3586665093898773,0.6195951104164124,0.05496251678990016,0.00012096762657165527,-0.00017774105072021484,0.003094196319580078,-0.0002219676971435547,0.0031021477274104973
66,4.595515890513052,168.11382987861245,8.62770887492454,0.3797791302204132,0.6293905377388,0.3602074682712555,0.6200969815254211,0.051061287672367284,-1.946091651916504e-05,0.0005017518997192383,0.0015409588813781738,0.0005018711090087891,0.0016206260778341144
67,4.585905200360755,168.23047310678587,8.332535480415864,0.3796847462654114,0.6301466822624207,0.3598717898130417,0.6207069754600525,0.05095450222623066,-9.438395500183105e-05,0.0007561445236206055,-0.00033567845821380615,0.0006099939346313477,0.0006962561508495497
68,4.632909278730067,167.0792289268683,8.684829503665577,0.3796241581439972,0.6310737729072571,0.3599185645580292,0.6218874752521515,0.05147676976366744,-6.058812141418457e-05,0.0009270906448364258,4.677474498748779e-05,0.001180499792098999,0.001181426102604147
69,5.256891718936671,166.45209915117204,8.051517374308121,0.3795218765735626,0.632221519947052,0.358282670378685,0.6224623620510101,0.05840990798818524,-0.00010228157043457031,0.0011477470397949219,-0.0016358941793441772,0.0005748867988586426,0.0017339678767249688
70,5.630165850389171,165.9732113802992,7.629431807042755,0.3794479966163635,0.634465217590332,0.3573229908943176,0.624226838350296,0.0625573983376575,-7.387995719909668e-05,0.0022436976432800293,-0.0009596794843673706,0.0017644762992858887,0.0020085719612344607
71,5.858358375125145,165.93727048712793,8.017510562307532,0.3794057369232178,0.6381874680519104,0.35697972774505615,0.6279027462005615,0.06509287083472393,-4.225969314575195e-05,0.003722250461578369,-0.0003432631492614746,0.003675907850265503,0.003691900339023855
72,6.17186842847552,165.0566540216769,9.287976868552748,0.37921473383903503,0.639552652835846,0.3568390905857086,0.6298512816429138,0.06857631587195023,-0.00019100308418273926,0.0013651847839355469,-0.00014063715934753418,0.001948535442352295,0.001953604151483201
73,6.673935544600121,163.27888493480233,9.94252161803335,0.37811851501464844,0.6403225064277649,0.35542361438274384,0.6307986378669739,0.07415483938444589,-0.0010962188243865967,0.0007698535919189453,-0.0014154762029647827,0.0009473562240600586,0.0017032488650884023
74,7.0910590467873496,163.01983144516132,8.692264380485126,0.3778126835823059,0.6419808268547058,0.3525751084089279,0.6317014098167419,0.0787895449643039,-0.0003058314323425293,0.001658320426940918,-0.002848505973815918,0.0009027719497680664,0.002988140471288625
75,7.465778456116761,162.3685557481525,8.51471149328829,0.3777594268321991,0.6434718370437622,0.35089127719402313,0.6326168477535248,0.08295309395685291,-5.3256750106811523e-05,0.0014910101890563965,-0.0016838312149047852,0.0009154379367828369,0.0019165892038694526
76,7.398585322752251,162.75128722503865,8.865606284088322,0.377724289894104,0.6434621214866638,0.3517604023218155,0.6332032978534698,0.08220650358613613,-3.5136938095092773e-05,-9.715557098388672e-06,0.0008691251277923584,0.0005864500999450684,0.0010484761358684632
77,7.469755000304905,163.42897101000116,8.88845714728854,0.3770362138748169,0.6430140733718872,0.3515508323907852,0.6329246163368225,0.08299727778116561,-0.0006880760192871094,-0.00044804811477661133,-0.00020956993103027344,-0.00027868151664733887,0.0003486874584967096
78,7.363571994717821,164.53934709950786,9.026398771952948,0.37654900550842285,0.6426792144775391,0.3514050096273422,0.6326212882995605,0.08181746660797573,-0.00048720836639404297,-0.00033485889434814453,-0.00014582276344299316,-0.0003033280372619629,0.0003365593209634015
79,7.1963495059856895,166.14460355598237,11.395621379486462,0.37647294998168945,0.6426385641098022,0.3533848375082016,0.6325424313545227,0.07995943895539659,-7.605552673339844e-05,-4.0650367736816406e-05,0.001979827880859375,-7.88569450378418e-05,0.001981397702534457
80,6.957573624708819,167.3732981588841,12.937647165145192,0.3770734667778015,0.644004225730896,0.3558172285556793,0.6335418522357941,0.07730637360787573,0.0006005167961120605,0.00136566162109375,0.002432391047477722,0.0009994208812713623,0.002629708787255919
81,6.6205599976189875,166.82938502519468,14.661622326564345,0.3770676255226135,0.6437578797340393,0.35759003460407257,0.6333513259887695,0.073561777751322,-5.841255187988281e-06,-0.00024634599685668945,0.0017728060483932495,-0.00019052624702453613,0.0017830147324194893
82,6.095006101674312,166.92962260539315,15.79689486190252,0.37705448269844055,0.6436991095542908,0.35954444110393524,0.6332957744598389,0.06772229001860353,-1.3142824172973633e-05,-5.8770179748535156e-05,0.001954406499862671,-5.555152893066406e-05,0.001955195831386716
83,5.681160374579158,166.81114458290122,16.676752277277885,0.37704533338546753,0.6435511708259583,0.3604007959365845,0.6329975426197052,0.06312400416199071,-9.149312973022461e-06,-0.00014793872833251953,0.000856354832649231,-0.000298231840133667,0.0009067997738592602
84,5.267813009808497,167.4489314856136,19.15626123273782,0.37711405754089355,0.6434608697891235,0.3624861091375351,0.6329269707202911,0.05853125566453876,6.872415542602539e-05,-9.03010368347168e-05,0.0020853132009506226,-7.05718994140625e-05,0.0020865070186907686
85,5.2057330072147145,168.07818881432917,18.52597706689129,0.3770240247249603,0.642810046672821,0.3621474653482437,0.6324908137321472,0.05784147785794136,-9.003281593322754e-05,-0.0006508231163024902,-0.00033864378929138184,-0.0004361569881439209,0.0005521888574866413
86,5.286181872216335,168.66843315680876,17.782636217782173,0.3770189881324768,0.6421988606452942,0.3618573695421219,0.6318120360374451,0.05873535413573705,-5.036592483520508e-06,-0.0006111860275268555,-0.00029009580612182617,-0.0006787776947021484,0.0007381698554903439
87,5.649934064156686,169.64894433903612,17.4106650755085,0.3770272731781006,0.6419601440429688,0.3615587651729584,0.6315148770809174,0.06277704515729643,8.285045623779297e-06,-0.00023871660232543945,-0.0002986043691635132,-0.00029715895652770996,0.00042126952741466727
88,5.983313197764009,170.16005714148253,17.290288479083983,0.3770333230495453,0.641625165939331,0.36135144531726837,0.6312784254550934,0.06648125775293334,6.0498714447021484e-06,-0.0003349781036376953,-0.00020731985569000244,-0.0002364516258239746,0.0003144692257091691
89,6.112545187058747,170.506455361232,17.00404591512164,0.37702229619026184,0.6415969133377075,0.36123764514923096,0.6313194930553436,0.06791716874509712,-1.1026859283447266e-05,-2.8252601623535156e-05,-0.00011380016803741455,4.106760025024414e-05,0.00012098357754529183
90,6.048013351072389,170.74096298527243,16.60513328010141,0.37671223282814026,0.641579806804657,0.36093969643116,0.6313869059085846,0.06720014834524868,-0.00031006336212158203,-1.710653305053711e-05,-0.0002979487180709839,6.74128532409668e-05,0.0003054798379308048
91,6.223603402730408,170.60473805878695,16.432334090175765,0.3766799569129944,0.6417782306671143,0.3610408157110214,0.631972461938858,0.06915114891922669,-3.2275915145874023e-05,0.0001984238624572754,0.0001011192798614502,0.0005855560302734375,0.0005942229996804947
92,6.405455942543394,170.56689268859114,15.93602649277553,0.3764837682247162,0.6420117020606995,0.36085274815559387,0.6325540542602539,0.0711717326949266,-0.00019618868827819824,0.00023347139358520508,-0.00018806755542755127,0.000581592321395874,0.0006112438414504777
93,6.720651659172984,170.18205399507056,15.348882925593976,0.3752085566520691,0.6420242190361023,0.36016030609607697,0.6329518854618073,0.07467390732414425,-0.0012752115726470947,1.2516975402832031e-05,-0.0006924420595169067,0.0003978312015533447,0.0007985898012856121
94,7.128111235693968,169.44024195367535,14.657545681594536,0.37378430366516113,0.642756998538971,0.3591047525405884,0.6338216662406921,0.07920123595215511,-0.001424252986907959,0.0007327795028686523,-0.0010555535554885864,0.0008697807788848877,0.0013677397090902195
95,7.401805916300658,168.72940687233762,13.932231374558643,0.3702746033668518,0.6427347660064697,0.3562421351671219,0.6339109539985657,0.08224228795889621,-0.003509700298309326,-2.2232532501220703e-05,-0.0028626173734664917,8.928775787353516e-05,0.002864009519987369
96,7.62739280105925,168.05958584537265,13.709764498828019,0.3681492805480957,0.6427207589149475,0.35466524958610535,0.6340939104557037,0.08474880890065828,-0.0021253228187561035,-1.4007091522216797e-05,-0.0015768855810165405,0.00018295645713806152,0.0015874637636262392
97,7.75871363824473,166.99333892389876,13.741193646264518,0.3677263855934143,0.6428104043006897,0.3540662080049515,0.6342936158180237,0.08620792931383037,-0.0004228949546813965,8.96453857421875e-05,-0.0005990415811538696,0.0001997053623199463,0.0006314531239060182
98,7.813345077098473,166.2972724817576,14.240910472305844,0.36785340309143066,0.6431043744087219,0.35447777807712555,0.6345972120761871,0.08681494530109413,0.00012701749801635742,0.00029397010803222656,0.00041157007217407227,0.00030359625816345215,0.0005114299681092423
99,7.849380969426649,166.12187742980976,14.920814554405254,0.36856240034103394,0.6430870294570923,0.3561207950115204,0.6345601379871368,0.08721534410474052,0.0007089972496032715,-1.7344951629638672e-05,0.0016430169343948364,-3.707408905029297e-05,0.0016434351629398452
100,7.753553098695463,166.20090311271227,15.526580995529125,0.37094855308532715,0.6431296467781067,0.35883496701717377,0.6346217691898346,0.08615058998550518,0.002386152744293213,4.26173210144043e-05,0.0027141720056533813,6.16312026977539e-05,0.002714871651002763
101,7.681609402188811,166.79591373662015,16.09513675388372,0.3745971620082855,0.6431190967559814,0.36103323101997375,0.6346322596073151,0.08535121557987568,0.003648608922958374,-1.055002212524414e-05,0.002198264002799988,1.049041748046875e-05,0.0021982890335133683
102,7.730168288874054,167.08620385933418,17.011388927356304,0.37840771675109863,0.6426143050193787,0.36377979815006256,0.6343685686588287,0.0858907587652673,0.0038105547428131104,-0.0005047917366027832,0.002746567130088806,-0.0002636909484863281,0.0027591962446331868
103,7.989801163243977,167.5741468750778,17.431166223300337,0.38538238406181335,0.6422799825668335,0.36923396587371826,0.6341687142848969,0.08877556848048873,0.006974667310714722,-0.000334322452545166,0.005454167723655701,-0.00019985437393188477,0.005457828077958055
104,8.414064032593615,167.9762469601674,17.84899053329393,0.3932071328163147,0.6423389315605164,0.37418755888938904,0.6337747871875763,0.09348960036215126,0.007824748754501343,5.894899368286133e-05,0.004953593015670776,-0.00039392709732055664,0.004969231562616669
105,8.620890894921914,168.3235227481909,18.311757744230743,0.39807072281837463,0.6416104435920715,0.3773655295372009,0.6324904561042786,0.09578767661024346,0.0048635900020599365,-0.0007284879684448242,0.0031779706478118896,-0.0012843310832977295,0.0034276819820220545
106,8.853690953503088,168.6704408246554,13.893109268727718,0.4025496244430542,0.6416135430335999,0.3724709153175354,0.6302626729011536,0.09837434392781208,0.004478901624679565,3.0994415283203125e-06,-0.004894614219665527,-0.002227783203125,0.005377756628881402
107,8.889056109627202,168.97819804390863,15.157183729839037,0.4054708182811737,0.6422801613807678,0.37578655779361725,0.6308412253856659,0.09876729010696894,0.002921193838119507,0.0006666183471679688,0.003315642476081848,0.0005785524845123291,0.0033657403355775322
108,8.759575323933733,169.08725327917105,17.170519633514164,0.40642377734184265,0.6422814726829529,0.3814145177602768,0.6309098601341248,0.0973286147103748,0.0009529590606689453,1.3113021850585938e-06,0.005627959966659546,6.86347484588623e-05,0.0056283784623120834
109,8.711188376388414,169.2401039507037,18.31372520212921,0.4061826467514038,0.6423101425170898,0.3810426741838455,0.6310396194458008,0.09679098195987124,-0.00024113059043884277,2.866983413696289e-05,-0.0003718435764312744,0.0001297593116760254,0.0003938338790655737
110,8.73353165631027,169.30388418480976,18.556943038097785,0.40482184290885925,0.641697883605957,0.37872935831546783,0.6304113566875458,0.09703924062566971,-0.0013608038425445557,-0.0006122589111328125,-0.0023133158683776855,-0.0006282627582550049,0.0023971116787288387
111,8.779711559971084,169.4320603960808,18.66962308924021,0.4039689004421234,0.641589343547821,0.3775573819875717,0.630395770072937,0.09755235066634527,-0.0008529424667358398,-0.00010854005813598633,-0.0011719763278961182,-1.558661460876465e-05,0.0011720799698415768
112,8.904019852087195,169.6025118086263,14.875950931723212,0.4033084213733673,0.6415892839431763,0.3724385052919388,0.6302392184734344,0.09893355391208003,-0.0006604790687561035,-5.960464477539063e-08,-0.005118876695632935,-0.00015655159950256348,0.0051212700600925904
